repo,cloned,total_commits,earliest_todo_issue,pre_earliest_issue_commits
umaumax/malloc-memo,True,5,1570457958.0,4
umaumax/neoman.vim,True,1,1576311793.0,1
umaumax/rosparam_ex,True,4,1575380151.0,2
umaumax/vim-auto-fix,True,19,1575748292.0,2
Unibeautify/beautifier-yapf,True,326,1525647666.0,1
Unibeautify/cli,True,366,1530937224.0,65
Unibeautify/ugly-samples,True,49,1535508394.0,17
unional/komondor-plugin-node,True,14,1523419355.0,7
unional/t2-battle,True,22,1523900230.0,7
uniquelyparticular/shopify-oauth,True,61,1556134039.0,10
uniquelyparticular/stripe-distinct-usage-tracking,True,49,1559687584.0,19
uniquelyparticular/sync-moltin-to-shipengine,True,387,1557925981.0,32
uniquelyparticular/sync-shipengine-to-moltin,True,51,1555091716.0,3
UnleashTheCode/needcla,True,7,1583934551.0,1
unlock-protocol/unlock,True,4870,1535737317.0,245
UnnamedGroup/uwuBot,True,128,1583455184.0,35
UrosOgrizovic/SimpleGoogleQuickdraw,True,111,1576083589.0,27
uuid-rs/uuid,True,1121,1527005201.0,641
Vaggelis95/E-shop,True,83,1594384937.0,83
vaizard/glued-skeleton,True,229,1577401526.0,85
vanbinhstudios/thelegendofericc,True,333,1552670450.0,28
varunotelli/DocApp,True,87,1567515749.0,7
Vehmloewff/driza,True,377,1576177128.0,190
Verhuur-platform/Portaal-Standalone,True,69,1560467096.0,64
viartemev/the-white-rabbit,True,676,1547731613.0,71
victorsmits/Aquabike,True,88,1573844846.0,26
vipinlahoti/meteor-react,True,5,1580539494.0,3
VisualSource/phaser-game,True,68,1582577807.0,8
Vl-Wouter/Redline,True,111,1585752817.0,4
VojislavM/tlv_murata,True,6,1571125769.0,5
voyagerstudio/saturnfive,True,153,1558648258.0,100
VueDominicana/open-source,True,95,1588879513.0,38
WarriorBeat/WarriorBeatApp,True,291,1546674509.0,183
Waultics/CryptoBook,True,156,1559508084.0,35
weareneopix/issuer,True,4,1553621386.0,4
webmsgr/crystalchat,True,104,1581023993.0,6
webmsgr/feathergame,True,167,1558024153.0,63
webmsgr/mangadex-lib,True,81,1578426841.0,60
webmsgr/minelang,True,51,1569510990.0,44
webmsgr/oholbotframework,True,156,1570028008.0,57
webmsgr/OneLifeMapper,True,42,1571426344.0,2
webmsgr/PyOHOL,True,115,1571324847.0,87
webpropopuli/jobscrape,True,2,1542911480.0,1
wesauis/aircnc-backend,True,46,1570501952.0,38
wesauis/aircnc-mobile,True,19,1570502579.0,17
wesauis/gastei,True,79,1591724319.0,38
WhiteAbeLincoln/salesforce-graphql,True,71,1534809893.0,44
wickerman2018/WpfQNXtemplates,True,6,1571385555.0,6
williamnash/notes,True,7,1598223707.0,3
Wintus/ansible-local,True,465,1592584406.0,426
Wintus/ansible-role-go-tools,True,19,1592825184.0,14
Wintus/ansible-role-rust-tools,True,14,1592849028.0,8
Wintus/lambda-edge-image-resize,True,91,1550043596.0,27
wisnuprama/target,True,57,1571500170.0,6
wk-j/circle-dotnet,True,48,1564765419.0,15
wk-j/dart-pet-store,True,8,1566304050.0,1
wk-j/dotnet-to-dart,True,11,1566402037.0,4
wk-j/flutter,True,9,1566045346.0,2
wk-j/flutter-layout,True,8,1566221676.0,1
wk-j/flutter-login,True,8,1568032964.0,1
wk-j/flutter-native-ui,True,7,1567497443.0,1
wk-j/github-todo,True,5,1564732642.0,1
wk-j/joget-postgres-nginx,True,8,1565022294.0,1
wk-j/uni-links,True,6,1566900280.0,1
wk-j/uni-links-ios,True,4,1567486777.0,1
Woloja/Screen-Scroll-Module,True,5,1581259581.0,4
WormieCorp/Localization.AspNetCore.TagHelpers,True,415,1550838513.0,214
Wurmatron/Minecraft-Not-Included,True,32,1567643369.0,7
Wurmatron/Mining-Goggles,True,27,1571710260.0,23
Wurmatron/WurmUtils,True,6,1571790888.0,3
xavierlaerte/mytest,True,13,1594304847.0,7
xgebi/adBlockPlusHomework,True,34,1559737495.0,7
xgebi/Algae,True,14,1580932244.0,11
xgebi/Sloth,True,275,1560628257.0,13
xgebi/SlothCMS-archive,True,128,1546122241.0,74
xiangnan0811/fangtianxiaCrawler,True,6,1598770251.0,5
xiangnan0811/LetsGo,True,12,1596288170.0,8
XiaocongDong/deact,True,9,1561716342.0,4
XiaocongDong/hair-saver,True,19,1596673619.0,9
xiaozhi93/fed-e-code,True,98,1594290559.0,25
xiaozhi93/vue-cli-plugin-hz-pages,True,7,1591339254.0,1
xinetzone/anysome,True,17,1570449896.0,9
xinetzone/cv-actions,True,13,1570350330.0,1
xinetzone/xinetzone.github.io,True,33,1570458524.0,1
xmc-rs/xmc4-hal,True,107,1545545950.0,4
xMinota/flatsoda,True,8,1589028871.0,4
xridge/kubestone,True,404,1565590264.0,44
Xyroh/WorstUrlShortener,True,114,1595087224.0,99
yajw/RSS-Feed-Reader,True,2,1576570186.0,2
yanrs17/nine-mens-morris-solver,True,109,1586362559.0,109
yanrs17/solver-for-magic-tower,True,1,1586362239.0,1
YAS-opensource/BookMan,True,18,1558189343.0,15
yeralin/OpenPlayer,True,116,1559506851.0,82
Yeseh/eslint-config-yeseh,True,23,1587480113.0,3
yukai-w/angular-demo,True,21,1568962371.0,8
yukai-w/blog,True,76,1568086314.0,16
yumemi-nkomiya/TodoTest,True,9,1592449021.0,9
yvesgurcan/adv,True,1,1589694502.0,1
yvesgurcan/adventure,True,245,1579568589.0,3
yvesgurcan/chess-client,True,277,1583707389.0,63
yvesgurcan/movie-finder,True,34,1581892930.0,11
yydai/yydai.github.io,True,324,1558621063.0,289
z0al/git-todos,True,92,1513023904.0,68
ZaninAndrea/flipcards-app,True,28,1567675013.0,14
zenHeart/github-lab,True,4,1587798513.0,2
Zeroshi/Docker-Swagger,True,2,1548514767.0,2
Zeroshi/Orleans.Template.Client,True,14,1547518241.0,2
Zeroshi/QueuePublisher,True,10,1584133653.0,2
zhangyingwei/html-css-only,True,43,1588595520.0,33
zhenglaizhang/quest-dots,True,70,1587136797.0,69
zlmalu/2MIDCM,True,22,1573442001.0,17
zmbush/budgetron,True,144,1570119354.0,111
zmbush/dotfiles,True,99,1562689800.0,92
zmbush/noted,True,381,1556246320.0,130
zourite/manage-list,True,35,1563304383.0,30
zsubzwary/GDG_Flutter_code_lab,True,3,1563011036.0,1
zuedev/gitbay,True,7,1589321656.0,6
zuedev/WAJS,True,34,1578409003.0,5
zuedev/WATranslatorApp,True,11,1579810575.0,1
zuedev/zGit,True,40,1577824085.0,23
zurutech/ashpy,True,232,1581086324.0,227
